ANO,PAIS,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA GENTE - LIVRARIA E EDITORA LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA GLOBO LIVROS LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ILUMINURAS LTDA,3.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA INTRINSECA,15.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA LAFONTE LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA MARTIN CLARET LTDA,19.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA MEDIACAO DISTRIBUIDORA E LIVRARIA LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA MORRO BRANCO LTDA,6.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA NOVA ALEXANDRIA LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA PAZ E TERRA S/A,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA PEIXOTO NETO,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA PENSAMENTO-CULTRIX,37.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA ROCCO,4.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA SCHWARCZ,17.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA TAVOLA INFANTO JUVENIL LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA URUTAU LTDA. - ME,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA VALENTINA LTDA.,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EMPREENDIMENTOS JDS LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ENIO FERREIRA FAVACHO - MEI,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GIFT BOX LTDA - ME,4.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GMT EDITORES LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO EDITORIAL RECORD,10.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GRUPO PLANETA,5.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,HOBLICUA PRODUCAO CINEMATOGRAFICA E EDITORA LTDA.,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,IBIS LIBRIS EDITORES LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INSTITUTO CULTURAL HUGO DE SAO VITOR,3.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INSTITUTO MOJO DE COMUNICACAO INTERCULTURAL,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INTELITERA EDITORA LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,JOSE RUY DE OLIVEIRA PEDROSO,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,KELLY PATRICIA SOARES-ME,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"KROLL, TUDREY E YACUBIAN LTDA",2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,M. R. CORNACCHIA EDITORA LTDA,2.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MARCELO FREDDI LOTUFO,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MARIA ELIANA GOMES CARDIM DE QUEIROZ GUIMARAES 08399908800,3.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MARINA AVILA PIERINI 21739898800,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,MARTINS EDITORA LIVRARIA LTDA,4.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,NOVO SECULO EDITORA,5.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PANDORGA EDITORA E PRODUTORA LTDA,3.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PAULO OTAVIO BARREIROS GRAVINA 09748745740,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PEDRO ZARUR ALMEIDA ME,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,6.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PUBLIFOLHA EDITORA LTDA,32.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,QUADRANTE EDITORA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SAO PAULO SECRETARIA MUNICIPAL DE CULTURA,7.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SDS EDITORA DE LIVROS EIRELI,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SEBO CLEPSIDRA COMERCIO DE LIVROS LTDA-ME,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SERVICO SOCIAL DA INDUSTRIA,8.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,TODAVIA EDITORA S.A.,6.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,UNIVERSO DOS LIVROS EDITORA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,VERGARA E RIBAS EDITORA S.A.,5.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,VIDA MELHOR EDITORA,1.0
2018,BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,YANA MARULL DREWS 22794002864,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALAUDE EDITORIAL LTDA,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,BERLENDIS & VERTECCHIA EDITORES LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,BICO DE LLACRE EDITORA DE LIVROS LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,BRINQUE-BOOK EDITORA DE LIVROS LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CLANDESTINA EDITORA LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,DARKSIDE ENTRETENIMENTO LTDA. - ME,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,DOMO 72 EMPREENDIMENTOS E PARTICIPACOES LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA 34 LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA ALEPH LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA AYINE LTDA.,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA CARAMBAIA EIRELI - EPP,3.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA ESTACAO LIBERDADE LTDA,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA JAGUATIRICA DIGITAL LTDA,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA NOVA ALEXANDRIA LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA OFICINAR LTDA ME,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA PENSAMENTO-CULTRIX,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA PERSPECTIVA LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA ROCCO,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORA SCHWARCZ,6.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,FELIPE VALE DA SILVA 32806189837,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO EDITORIAL RECORD,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRYPHO EDICOES E PUBLICACOES LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,MARCELO FREDDI LOTUFO,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,MARTINS EDITORA LIVRARIA LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,QUADRANTE SOCIEDADE DE PUBLICACOES CULTURAIS,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,RAFAEL ZAMPERETTI COPETTI EDITOR LTDA,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SEBO CLEPSIDRA COMERCIO DE LIVROS LTDA-ME,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SERVICO SOCIAL DA INDUSTRIA,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,THREE-R EDITORA E COMUNICACAO LTDA ME,1.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,TODAVIA EDITORA S.A.,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,2.0
2018,BRASIL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,AMS PUBLICACOES E MARKETING LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,BCD UNIAO DE EDITORAS S/A,3.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,BEATRIZ SIQUEIRA BITTENCOURT MARKETING E PROD ARTISTICAS ME,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,CELSO MACEDO POSSAS JUNIOR,2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,CHAO DA FEIRA LTDA - ME,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,CORTEZ EDITORA E LIVRARIA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,DELOS PROJETOS E ASSESSORIA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDIPRO EDICOES PROFISSIONAIS LTDA,5.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA 34 LTDA,2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA AYINE LTDA.,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA CARAMBAIA EIRELI - EPP,2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA DIMENSAO LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA ESTACAO LIBERDADE LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA ESTRELA CULTURAL LTDA,5.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA ILUMINURAS LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA LAMINA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA MARTIN CLARET LTDA,5.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA MORRO BRANCO LTDA,2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA NOS LTDA.,3.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA OFICINAR LTDA ME,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA PERSPECTIVA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA RADIO LONDRES LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA SCHWARCZ,4.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA VIAJANTE DO TEMPO LTDA.,2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA VIDA E SABER LTDA - ME,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRAFICA E EDITORA COPIART LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUBER SERVICOS ADMINISTRATIVOS LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO EDITORIAL RECORD,4.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PLANETA,2.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,IBIS LIBRIS EDITORES LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,INSTITUTO CULTURAL ALETRIA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,MARES TIZZOT EDITORA LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,MARIANA GOIS 07767286444,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,MARILIA GARCIA SANTOS GANDOLFI 02409462782,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,MARTINS EDITORA LIVRARIA LTDA,3.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,NOVO SECULO EDITORA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,6.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,PONTES EDITORES,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,QUIXOTE LIVRARIA E CAFE LTDA.,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,RAFAEL ZAMPERETTI COPETTI EDITOR LTDA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,SAO PAULO SECRETARIA MUNICIPAL DE CULTURA,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,SAULO RIBEIRO AMORIM 07041380777,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,SERVICO SOCIAL DA INDUSTRIA,26.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,SUZANA FIGUEIREDO SALAMA - ME,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,TODAVIA EDITORA S.A.,4.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,TOLEDO DE OLIVEIRA & CIA LTDA ME,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),4.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1.0
2018,BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,VERGARA E RIBAS EDITORA S.A.,5.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",A4 IDEIAS & SERVICOS LTDA.,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA 34 LTDA,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA ESTRELA CULTURAL LTDA,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA INTRINSECA,2.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA NOS LTDA.,2.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA NOVA ALEXANDRIA LTDA,3.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",GRAFICA E EDITORA COPIART LTDA,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",JORGE ZAHAR EDITOR LTDA.,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",JOSE ROBERTO FONTENELE RIBEIRO JUNIOR - ME,2.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",LEONARDO PEREIRA DE FARIAS CAMPOS 34543551842,4.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",METAFORA EDITORA LTDA.,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",OTAVIO CAMPOS VASCONCELOS FAJARDO 09433489608,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",SCORTECCI EDITORA,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",SERVICO SOCIAL DA INDUSTRIA,6.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",TODAVIA EDITORA S.A.,2.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",UNIVERSIDADE ESTADUAL DE CAMPINAS,1.0
2018,BRASIL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A. Y. C. DE  M. LEMOS- ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ABACATTE EDITORIAL LTDA - EPP,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ADRIANO ALVES DE LIMA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE DE SOUZA LIMA 20188568808 ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREA DOS SANTOS SILVA 18763269805,13.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREIA MARIA DA SILVA 07446666781,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDREIA PRETURLAN,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSIS BENEVENUTO VIDIGAL 055.807.956-37,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO AMIGOS DO CENTRO CULTURAL SAO PAULO,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DE PROMOCAO HUMANA E RESGATE DA CIDADANIA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO ESPACO CULTURAL DOM,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BEM CULTURAL PRODUCOES ARTISTICAS E CULTURAIS LDTA ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BERLENDIS & VERTECCHIA EDITORES LTDA,8.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BICO DE LLACRE EDITORA DE LIVROS LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BRINQUE-BOOK EDITORA DE LIVROS LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAIO HENRIQUE VIEIRA RAMOS,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,3.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMILA ARAUJO DA SILVA 03754444328,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS EMANOEL LEAL VASCONCELOS,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS RODRIGUES IRMAO - ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATIA ABARDES MOURAO PEREIRA SILVA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CENTRO CULTURAL TERRA VERDE,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CESAR AUGUSTO VITELLI 66280281868,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CESAR RODEGHIERO ROSA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLEBER ZANOVELLO DARIVA 93963165049,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLLI BOOKS EDITORA E DISTRIBUIDORA DE LIVROS EIRELI,4.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COMBOIO DO CORDA EDITORA LTDA,3.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CONFRARIA DO VENTO EDITORA LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CORTEZ EDITORA E LIVRARIA LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DANIEL REBOUCAS DA CRUZ,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DEBORA GABRIELA DE PAULA 07956730600,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DUNA DUETO EDITORA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDIOURO PUBLICACOES DE LAZER E CULTURA LTDA,48.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA 34 LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ALTO ASTRAL,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ANZOL LTDA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA AYINE LTDA.,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BIRUTA LTDA,3.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BM TEXTO LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA COMPOR LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CUORE LTDA - ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DUBOLSINHO LTDA,12.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E DISTRIBUIDORA DHAMA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA GAIA LTDA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ILUMINURAS LTDA,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA IN HOUSE LTDA - ME,6.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INTRINSECA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MADALENA LTDA. - EPP,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MOITARA LTDA,6.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA NOS LTDA.,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PEDRA AZUL LTDA - ME,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PEIROPOLIS LTDA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PENSAMENTO-CULTRIX,5.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PINSKY LTDA,2.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA RODOPIO LTDA,10.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA SCHWARCZ,3.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA TIMBO LTDA,3.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EPIFANIA EDITORA E LIVRARIA LTDA.,1.0
2018,BRASIL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,1.0
